name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date

Alderbury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alderburyparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.alderburyparishcouncil.gov.uk/wp-content/uploads/sites/114/2026/05/complaints-2023.pdf,Complaints,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09


Aldercar and Langley Mill Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.almpc.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Alderley Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




Alderholt Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alderholtparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.alderholtparishcouncil.gov.uk/_UserFiles/Files/_Agendas/4044-Agenda_260112.pdf,Agenda,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09

Alderley Edge Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alderleyedge-pc.gov.uk,N,N,N,Y,N,Y,N,No,,,https://alderleyedge-pc.gov.uk/wp-content/uploads/2023/08/VF-RMI.pdf,Register of Interests,code of conduct,individual,No,,2,No,Medium,No,2026-09-09
Alderminster Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://alderminster-pc.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://alderminster-pc.gov.uk/page/governance,Governance & Policies – Alderminster Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Aldermaston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldermaston.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09




Aldersey Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Alderton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://aldertonparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://aldertonparishcouncil.gov.uk/wp-content/uploads/2026/05/Code-of-Conduct-April-2026.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09

"Alderton Parish Council, Tewkesbury",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Aldfield Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Alderwasley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alderwasleyparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Aldford and Saighton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Aldham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
"Aldham Parish Council, Colchester",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Aldingham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldinghamparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.aldinghamparishcouncil.gov.uk/wp-content/uploads/sites/114/2026/02/APC-PUBLIC-AGENDA-9TH-MAY-2024-ANNUAL-COUNCIL-MEETING-1.pdf,Agenda (09/05/2024) (pdf),code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Aldingbourne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://aldingbourne-pc.gov.uk/,N,N,N,N,Y,N,N,No,,,https://aldingbourne-pc.gov.uk/aldingbourne-parish-council/governance/,Aldingbourne - Governance,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Aldington Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Aldington and Bonnington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.abpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Aldsworth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldsworthvillage.co.uk/ParishCouncil,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Aldringham-cum-Thorpe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldringhamcumthorpe.suffolk.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Aldwark Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Aldwark Area Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.tollerton.net/aldwark-homepage,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Aldwincle Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://aldwincleparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,http://aldwincleparishcouncil.gov.uk/wp-content/uploads/2024/11/member-code-of-conduct-north-v1.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Alford Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Aldwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldwickparishcouncil.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Aldworth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aldworth-pc.gov.uk,N,N,N,N,N,N,N,No,,,https://www.aldworth-pc.gov.uk/Media/Events/Complaints Procedure 25-26.pdf,View Policy,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09
Alfreton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Alfold Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alfoldparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Alfrick Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Algarkirk Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://algarkirk.parish.lincolnshire.gov.uk/contact,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Alfrick and Lulsley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.waitrose.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Alkborough and Walcot Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alkboroughwalcotparishcouncil.gov.uk/,Y,N,Y,N,N,N,Y,No,,found_via_name_search,https://www.alkboroughwalcotparishcouncil.gov.uk/wp-content/uploads/sites/114/2024/05/code-of-conduct.pdf,code of conduct,code of conduct,individual,Yes,7,3,Yes,Medium,Yes,2026-09-09

Alfriston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alfristonparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.alfristonparishcouncil.org.uk/wp-content/uploads/2026/05/Annual-Meeting-Agenda-May-2026.pdf,Annual Meeting Agenda – May 2026,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09



Alkborough Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Alkmonton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
"All Saints and St Nicholas, St Michael and St Peter South Elmham Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Alkham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alkhamparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.alkhamparishcouncil.org.uk/community/alkham-parish-council-18521/council-policies--procedures/,"Council Policies & Procedures - Alkham Parish Council - Alkham Parish Council, Alkham, Dover",code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Alkington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alkingtonparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09











Alkmonton and Hungry Bentley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alkmontonandhungrybentleyparishcouncil.org/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09




"All Saints and St. Nicholas, South Elmham Parish Council",,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
All Cannings Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allcannings.org.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.allcannings.org.uk/the-parish-council/code-of-conduct,All Cannings Parish Council - Code of Conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
All Saints Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


All Stretton Parish Council,,Parish Council ,FOIA | ONA,IS,https://all-stretton.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09





"All Stretton, Smethcott and Woolstaston Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Aller Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://allerparishcouncil.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://allerparishcouncil.gov.uk/wp-content/uploads/2026/05/202605-Agenda-final.pdf,Download,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Allerston and Wilton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allerstonandwiltonparishcouncil.com/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Allbrook Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allbrook-pc.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://allbrook-pc.gov.uk/wp-content/uploads/2024/07/Model-Code-of-Conduct-for-parish-and-town-councils-2007-1.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09
Allendale Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allenvalleys.co.uk/parish-council,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Allensmore Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://allensmore.org.uk/,N,N,N,N,N,N,N,No,,,https://allensmore.org.uk/wp-content/uploads/2023/05/Agenda-2023-05-18.pdf,Agenda,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09
Allerthorpe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://allerthorpeparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://allerthorpeparishcouncil.gov.uk/wp-content/uploads/2026/06/Code-of-Conduct-2025.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Allerton Mauleverer with Hopperton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Allesley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.allesleyparishcouncil.org.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://www.allesleyparishcouncil.org.uk/pdfs/minutes_281116.pdf,Minutes - 28 November 2016,code of conduct,individual,No,,0,No,Medium,No,2026-09-09





Allerton Bywater Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allertonbywaterparishcouncil.gov.uk,N,Y,N,Y,N,N,N,No,,,https://allertonbywaterparishcouncil.gov.uk/wp-content/uploads/simple-file-list/Policies/ABPC-Disciplinary-Policy.pdf,ABPC-Disciplinary-Policy.pdf,code of conduct; code of practice,individual,No,,2,No,Medium,No,2026-09-09












Allexton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Allhallows Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.allhallows-pc.gov.uk/,N,Y,N,N,N,N,N,No,,found_via_name_search,https://www.allhallows-pc.gov.uk/wp-content/uploads/2026/05/Risk-Assessment-2026.pdf,Risk Assessment 2026,code of conduct,individual,No,,1,No,Medium,No,2026-09-09








"Allhallows Parish Council, Cumbria",Local government,Parish Council ,FOIA | ONS,IS ,https://www.allhallowspccumbria.co.uk/oldwebsite/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Allington Parish Council,,Parish Council ,FOIA | ONA,IS,https://allington.parish.lincolnshire.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Allington with Boscombe Parish Council, near  Salisbury in Wiltshire",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

"Allington with Boscombe Parish Council, near Salisbury in Wiltshire",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,






"Allhallows Parish Council, Kent",Local government,Parish Council ,FOIA | ONS,IS ,http://www.allhallowspc.kentparishes.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Allithwaite Lower Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

"Allington Parish Council, Dorset",Local government,Parish Council ,FOIA | ONS,IS ,https://www.allingtonparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
"Allington Parish Council, Lincolnshire",Local government,Parish Council ,FOIA | ONS,IS ,https://allington.parish.lincolnshire.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Allithwaite Upper Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Allonby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allonby-pc.org.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://www.allonby-pc.org.uk/wp-content/uploads/2021/09/APC-Agenda-15th-September20.pdf,APC-Agenda-15th-September20,code of conduct,individual,No,,0,No,Medium,No,2026-09-09








Allithwaite and Cartmel Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allithwaiteandcartmel-pc.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.allithwaiteandcartmel-pc.gov.uk/wp-content/uploads/sites/116/2026/05/Code-of-Conduct-2026.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09





Alnham Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Alnwick Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,








Allostock Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.allostockparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Almeley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://almeleypc.org/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09





Almondsbury Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.almondsburyparishcouncil.gov.uk/,Y,Y,Y,Y,N,N,N,No,,,https://almondsburyparishcouncil.gov.uk/wp-content/uploads/simple-file-list/Policies/Complaints_Process_October_2019.pdf,Complaints_Process_October_2019.pdf,code of conduct,individual,No,,4,No,Medium,No,2026-09-09








Alne Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alnevillage.co.uk/parish-council.html,N,Y,N,N,N,N,Y,No,,,https://www.alnevillage.co.uk/sitefiles/29/8/9/298951/APLA_Safeguarding_Code_0f_Conduct.pdf,here,code of conduct,individual,No,,2,No,Medium,No,2026-09-09
Alphamstone and Lamarsh Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Alnmouth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.Alnmouth.info,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09




Alphamstone Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,



Alpheton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Alpington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Alpraham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Alsager Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,



Alresford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.essexinfo.net/alresford/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Alrewas Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alrewasparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Altarnun Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.altarnunparishcouncil.gov.uk/,N,Y,N,N,N,N,N,No,,found_via_name_search,https://www.altarnunparishcouncil.gov.uk/media/Council%20Documents/Policies/Altarnun%20PC%20Local%20Council%20Pre%20Application%20Protocol.pdf,Altarnun PC Local Council Pre Application Protocol,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09
Alston Moor Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.cybermoor.org/public-services/alston-moor-parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Alstonefield Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.alstonefield-pc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Altham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
